customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,Contract,PaperlessBilling,PaymentMethod,InternetService,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,revenue_segment,early_churn_flag,risk_profile,Churn,churn_flag
7241-AJHFS,Male,No,false,false,32,25-48 Months,Month-to-month,false,Bank transfer (automatic),Fiber optic,Yes,No,No,87.65,2766.4,High Value,No,Normal,false,0
7029-RPUAV,Male,Yes,true,false,17,12-24 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,Yes,Yes,100.45,1622.45,High Value,No,Normal,true,1
4546-FOKWR,Female,No,false,false,16,12-24 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,No,No,74.75,1129.35,Mid Value,No,Normal,false,0
9036-CSKBW,Female,No,false,false,51,49+ Months,One year,false,Bank transfer (automatic),Fiber optic,No,Yes,Yes,107.45,5680.9,High Value,No,Normal,false,0
5832-TRLPB,Male,No,false,false,29,25-48 Months,One year,true,Bank transfer (automatic),DSL,Yes,Yes,Yes,75.35,2243.9,High Value,No,Normal,false,0
8590-YFFQO,Male,No,true,false,70,49+ Months,Two year,false,Credit card (automatic),DSL,Yes,No,No,64.95,4523.25,Mid Value,No,Normal,false,0
8659-IOOPU,Female,No,true,true,71,49+ Months,Two year,false,Electronic check,Fiber optic,Yes,No,Yes,100.45,7159.7,High Value,No,Normal,false,0
1338-CECEE,Male,No,true,true,41,25-48 Months,One year,false,Bank transfer (automatic),DSL,No,Yes,No,68.5,2839.95,Mid Value,No,Normal,false,0
7439-DKZTW,Male,No,false,false,1,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,No,80.55,80.55,High Value,No,High Risk,false,0
4646-QZXTF,Female,No,true,false,7,0-11 Months,Month-to-month,false,Bank transfer (automatic),DSL,Yes,Yes,Yes,81.25,580.1,High Value,No,High Risk,false,0
4607-CHPCA,Male,No,true,true,25,25-48 Months,One year,true,Electronic check,Fiber optic,No,Yes,Yes,90.4,2178.6,High Value,No,Normal,true,1
9742-XOKTS,Male,No,true,true,67,49+ Months,One year,false,Electronic check,Fiber optic,Yes,No,No,89.55,6038.55,High Value,No,Normal,false,0
6921-OZMFH,Male,No,true,true,5,0-11 Months,Month-to-month,true,Mailed check,DSL,Yes,No,No,55.7,259.4,Mid Value,No,Normal,false,0
9578-FOMUK,Male,No,false,true,15,12-24 Months,Month-to-month,true,Electronic check,No,No internet service,No internet service,No internet service,24.8,324.15,Low Value,No,Normal,false,0
4712-UYOOI,Female,No,true,true,20,12-24 Months,Month-to-month,false,Electronic check,No,No internet service,No internet service,No internet service,20.0,417.65,Low Value,No,Normal,false,0
8824-RWFXJ,Male,No,true,true,3,0-11 Months,Month-to-month,true,Mailed check,DSL,No,No,No,56.15,168.15,Mid Value,Early Churn,Normal,true,1
7722-CVFXN,Male,No,true,true,54,49+ Months,One year,true,Electronic check,Fiber optic,Yes,Yes,Yes,105.2,5637.85,High Value,No,Normal,false,0
8717-VCTXJ,Male,No,false,false,42,25-48 Months,One year,true,Mailed check,No,No internet service,No internet service,No internet service,19.55,839.4,Low Value,No,Normal,false,0
7363-QTBIW,Female,No,true,false,9,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,Yes,79.75,769.1,High Value,No,High Risk,false,0
4159-NAAIX,Female,No,false,false,63,49+ Months,Two year,false,Bank transfer (automatic),Fiber optic,No,Yes,Yes,97.45,6253.0,High Value,No,Normal,false,0
0971-QIFJK,Female,No,true,false,69,49+ Months,Two year,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,24.25,1641.8,Low Value,No,Normal,false,0
9397-TZSHA,Female,No,false,false,69,49+ Months,Two year,false,Credit card (automatic),No,No internet service,No internet service,No internet service,24.6,1678.05,Low Value,No,Normal,false,0
3391-JSQEW,Male,No,true,false,40,25-48 Months,Month-to-month,true,Mailed check,DSL,No,No,No,50.15,2058.5,Mid Value,No,Normal,false,0
0343-QLUZP,Male,No,false,false,60,49+ Months,Two year,false,Bank transfer (automatic),DSL,No,No,No,39.6,2424.5,Mid Value,No,Normal,false,0
9763-PDTKK,Female,No,false,false,4,0-11 Months,Month-to-month,true,Bank transfer (automatic),Fiber optic,Yes,No,Yes,94.4,387.2,High Value,Early Churn,High Risk,true,1
2176-LVPNX,Female,Yes,false,false,71,49+ Months,Two year,false,Mailed check,DSL,Yes,Yes,Yes,89.85,6293.45,High Value,No,Normal,false,0
7627-JKIAZ,Female,No,true,false,37,25-48 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,No,No,78.95,2839.65,High Value,No,Normal,true,1
3312-UUMZW,Male,No,true,false,32,25-48 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,Yes,Yes,98.85,3145.9,High Value,No,Normal,false,0
1271-UODNO,Male,No,false,false,39,25-48 Months,Two year,true,Credit card (automatic),DSL,Yes,No,No,53.85,2200.7,Mid Value,No,Normal,false,0
8461-EFQYM,Female,No,false,false,38,25-48 Months,One year,true,Electronic check,No,No internet service,No internet service,No internet service,24.25,914.4,Low Value,No,Normal,false,0
6900-RBKER,Male,No,false,false,52,49+ Months,Two year,true,Credit card (automatic),Fiber optic,No,No,Yes,89.45,4577.75,High Value,No,Normal,false,0
6891-JPYFF,Female,No,true,true,48,25-48 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,Yes,Yes,105.25,4997.5,High Value,No,Normal,false,0
1459-QNFQT,Male,No,true,true,70,49+ Months,Two year,false,Bank transfer (automatic),DSL,Yes,Yes,Yes,59.5,4144.8,Mid Value,No,Normal,false,0
1047-NNCBF,Male,No,false,false,20,12-24 Months,Month-to-month,false,Credit card (automatic),Fiber optic,No,No,No,70.55,1493.55,Mid Value,No,Normal,false,0
3696-XRIEN,Female,No,false,false,50,49+ Months,One year,true,Credit card (automatic),DSL,Yes,Yes,Yes,82.5,4179.1,High Value,No,Normal,false,0
4081-DYXAV,Female,No,false,false,19,12-24 Months,One year,true,Credit card (automatic),DSL,No,Yes,Yes,44.85,893.55,Mid Value,No,Normal,true,1
0074-HDKDG,Male,No,true,true,25,25-48 Months,One year,true,Bank transfer (automatic),DSL,No,No,No,61.6,1611.0,Mid Value,No,Normal,false,0
8791-GFXLZ,Male,No,false,false,12,12-24 Months,Month-to-month,true,Bank transfer (automatic),DSL,No,No,No,49.05,593.05,Mid Value,No,Normal,false,0
8111-SLLHI,Male,Yes,true,false,39,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,105.65,4284.8,High Value,No,Normal,true,1
0927-LCSMG,Male,No,false,false,7,0-11 Months,Month-to-month,false,Mailed check,Fiber optic,No,No,No,74.65,544.55,Mid Value,No,High Risk,true,1
9330-DHBFL,Female,No,true,true,23,12-24 Months,One year,true,Mailed check,DSL,Yes,No,No,66.25,1533.8,Mid Value,No,Normal,false,0
0098-BOWSO,Male,No,false,false,27,25-48 Months,Month-to-month,true,Electronic check,No,No internet service,No internet service,No internet service,19.4,529.8,Low Value,No,Normal,false,0
3452-ABWRL,Male,Yes,false,false,47,25-48 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,Yes,No,86.05,3865.6,High Value,No,Normal,false,0
5859-HZYLF,Male,No,true,true,26,25-48 Months,Two year,true,Credit card (automatic),No,No internet service,No internet service,No internet service,19.15,515.75,Low Value,No,Normal,false,0
8257-RZAHR,Female,No,true,false,14,12-24 Months,Month-to-month,true,Bank transfer (automatic),DSL,No,Yes,No,64.7,941.0,Mid Value,No,Normal,true,1
5293-WXJAK,Female,Yes,true,false,11,0-11 Months,Month-to-month,true,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,104.05,1133.65,High Value,No,High Risk,true,1
3156-QLHBO,Male,No,false,true,2,0-11 Months,Month-to-month,false,Mailed check,No,No internet service,No internet service,No internet service,19.25,48.35,Low Value,No,Normal,false,0
2208-NQBCT,Female,No,true,true,26,25-48 Months,Month-to-month,false,Electronic check,Fiber optic,No,No,No,81.95,2070.05,High Value,No,Normal,false,0
1779-PWPMG,Female,Yes,true,false,72,49+ Months,Two year,true,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,114.65,8333.95,High Value,No,Normal,false,0
6621-NRZAK,Female,No,true,true,63,49+ Months,Two year,false,Credit card (automatic),No,No internet service,No internet service,No internet service,20.0,1209.25,Low Value,No,Normal,false,0
0831-JNISG,Male,No,true,true,71,49+ Months,Two year,false,Mailed check,No,No internet service,No internet service,No internet service,19.8,1396.25,Low Value,No,Normal,false,0
0774-IFUVM,Male,No,true,true,11,0-11 Months,Month-to-month,true,Bank transfer (automatic),DSL,No,Yes,No,65.15,723.35,Mid Value,No,Normal,false,0
3082-WQRVY,Male,Yes,true,false,14,12-24 Months,One year,false,Mailed check,No,No internet service,No internet service,No internet service,19.65,228.65,Low Value,No,Normal,false,0
9553-DLCLU,Female,No,false,true,13,12-24 Months,Two year,false,Credit card (automatic),DSL,Yes,Yes,Yes,88.95,1161.75,High Value,No,Normal,false,0
1641-BYBTK,Male,No,false,true,6,0-11 Months,Month-to-month,true,Mailed check,No,No internet service,No internet service,No internet service,20.2,98.35,Low Value,No,Normal,false,0
2460-NGXBJ,Male,Yes,true,true,11,0-11 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,No,No,75.2,775.3,High Value,No,High Risk,false,0
2446-ZKVAF,Male,No,true,false,18,12-24 Months,Month-to-month,false,Credit card (automatic),DSL,No,No,No,56.8,1074.65,Mid Value,No,Normal,false,0
0841-NULXI,Male,No,false,false,1,0-11 Months,Month-to-month,true,Electronic check,DSL,No,No,Yes,35.55,35.55,Mid Value,Early Churn,Normal,true,1
3522-CDKHF,Female,No,true,false,32,25-48 Months,Month-to-month,true,Bank transfer (automatic),Fiber optic,No,No,No,75.5,2324.7,High Value,No,Normal,false,0
1430-SFQSA,Male,No,false,false,29,25-48 Months,One year,false,Mailed check,DSL,Yes,No,No,35.6,1072.6,Mid Value,No,Normal,false,0
0411-EZJZE,Female,No,false,false,3,0-11 Months,Month-to-month,true,Electronic check,DSL,No,Yes,No,60.25,170.5,Mid Value,No,Normal,false,0
7851-WZEKY,Female,No,false,false,2,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,95.15,196.9,High Value,Early Churn,High Risk,true,1
8844-TONUD,Male,No,true,true,13,12-24 Months,Month-to-month,true,Mailed check,Fiber optic,No,Yes,Yes,96.65,1162.85,High Value,No,Normal,true,1
8807-ARQET,Female,No,false,false,41,25-48 Months,Month-to-month,true,Electronic check,DSL,No,No,Yes,40.35,1677.85,Mid Value,No,Normal,false,0
8992-CEUEN,Female,No,false,false,1,0-11 Months,Month-to-month,false,Electronic check,No,No internet service,No internet service,No internet service,18.85,18.85,Low Value,No,Normal,false,0
4320-QMLLA,Male,No,false,false,7,0-11 Months,Month-to-month,false,Mailed check,DSL,No,Yes,No,54.85,370.4,Mid Value,No,Normal,false,0
8777-PVYGU,Female,No,true,false,52,49+ Months,One year,true,Mailed check,DSL,No,Yes,No,64.3,3410.6,Mid Value,No,Normal,false,0
8292-ITGYJ,Female,No,true,true,45,25-48 Months,Two year,true,Bank transfer (automatic),No,No internet service,No internet service,No internet service,24.65,1138.8,Low Value,No,Normal,false,0
6870-ZWMNX,Male,No,true,false,70,49+ Months,Two year,false,Credit card (automatic),DSL,Yes,Yes,No,76.1,5264.25,High Value,No,Normal,false,0
0621-CXBKL,Female,No,false,false,53,49+ Months,Two year,false,Mailed check,No,No internet service,No internet service,No internet service,18.7,1005.7,Low Value,No,Normal,false,0
5268-DSMNQ,Female,Yes,true,false,62,49+ Months,One year,true,Credit card (automatic),Fiber optic,No,Yes,No,97.95,5936.55,High Value,No,Normal,false,0
5334-JLAXU,Female,No,true,false,60,49+ Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,No,Yes,94.1,5475.9,High Value,No,Normal,false,0
4086-YQSNZ,Female,Yes,true,false,3,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,No,80.4,224.05,High Value,Early Churn,High Risk,true,1
6242-MBHPK,Female,Yes,true,false,23,12-24 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,95.1,2326.05,High Value,No,Normal,false,0
5868-CZJDR,Male,No,false,true,1,0-11 Months,Month-to-month,true,Mailed check,DSL,No,No,No,31.35,31.35,Low Value,Early Churn,Normal,true,1
9359-UGBTK,Female,No,false,false,67,49+ Months,One year,true,Bank transfer (automatic),DSL,Yes,No,Yes,72.35,4991.5,Mid Value,No,Normal,false,0
0135-NMXAP,Female,No,false,false,12,12-24 Months,Month-to-month,true,Bank transfer (automatic),Fiber optic,No,Yes,No,89.75,1052.4,High Value,No,Normal,true,1
4782-OSFXZ,Female,Yes,true,false,71,49+ Months,Two year,true,Bank transfer (automatic),DSL,Yes,No,Yes,82.7,5831.2,High Value,No,Normal,false,0
6479-OAUSD,Male,No,false,false,25,25-48 Months,One year,false,Credit card (automatic),No,No internet service,No internet service,No internet service,19.9,510.8,Low Value,No,Normal,false,0
7129-ACFOG,Female,No,false,false,5,0-11 Months,Month-to-month,true,Electronic check,DSL,No,No,No,53.8,283.95,Mid Value,No,Normal,false,0
4189-NAKJS,Male,No,false,false,26,25-48 Months,One year,true,Credit card (automatic),DSL,No,No,No,51.55,1295.4,Mid Value,No,Normal,false,0
5562-BETPV,Male,No,true,true,1,0-11 Months,One year,false,Mailed check,No,No internet service,No internet service,No internet service,19.65,19.65,Low Value,No,Normal,false,0
1282-IHQAC,Male,Yes,false,false,70,49+ Months,One year,true,Credit card (automatic),DSL,No,Yes,No,44.05,3011.65,Mid Value,No,Normal,false,0
9127-FHJBZ,Male,No,true,true,72,49+ Months,Two year,true,Electronic check,Fiber optic,Yes,Yes,Yes,114.0,8093.15,High Value,No,Normal,false,0
6270-OMFIW,Male,No,true,false,60,49+ Months,One year,true,Electronic check,Fiber optic,No,Yes,Yes,94.4,5610.25,High Value,No,Normal,true,1
1641-RQDAY,Female,Yes,true,true,32,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,100.4,3217.65,High Value,No,Normal,false,0
0107-WESLM,Male,No,false,false,1,0-11 Months,Month-to-month,true,Electronic check,No,No internet service,No internet service,No internet service,19.85,19.85,Low Value,Early Churn,Normal,true,1
6994-ORCWG,Female,No,false,false,14,12-24 Months,One year,true,Mailed check,DSL,No,No,No,54.25,773.2,Mid Value,No,Normal,false,0
1346-UFHAX,Female,No,false,false,13,12-24 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,No,No,80.0,1029.35,High Value,No,Normal,false,0
3992-YWPKO,Female,No,false,false,6,0-11 Months,Month-to-month,true,Credit card (automatic),Fiber optic,Yes,Yes,Yes,109.9,669.45,High Value,No,High Risk,true,1
2933-XEUJM,Female,No,false,false,46,25-48 Months,Two year,false,Mailed check,DSL,No,Yes,Yes,79.2,3593.8,High Value,No,Normal,false,0
0125-LZQXK,Male,No,false,false,15,12-24 Months,Month-to-month,true,Electronic check,Fiber optic,Yes,Yes,Yes,101.35,1553.95,High Value,No,Normal,true,1
5461-QKNTN,Male,Yes,true,false,43,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,Yes,Yes,No,94.3,3953.15,High Value,No,Normal,false,0
4835-YSJMR,Male,No,false,false,39,25-48 Months,Two year,true,Bank transfer (automatic),DSL,Yes,No,No,49.8,1971.15,Mid Value,No,Normal,false,0
8399-YNDCH,Male,Yes,false,false,21,12-24 Months,Month-to-month,true,Bank transfer (automatic),DSL,No,Yes,No,60.05,1236.15,Mid Value,No,Normal,true,1
3164-YAXFY,Male,No,false,false,57,49+ Months,Month-to-month,true,Electronic check,DSL,No,Yes,Yes,53.75,3196.0,Mid Value,No,Normal,false,0
0887-WBJVH,Female,No,true,false,53,49+ Months,One year,true,Electronic check,Fiber optic,Yes,Yes,Yes,93.45,4872.2,High Value,No,Normal,false,0
4660-IRIBM,Male,No,true,true,18,12-24 Months,Month-to-month,true,Mailed check,Fiber optic,No,Yes,No,87.9,1500.5,High Value,No,Normal,false,0
5673-FSSMF,Female,No,false,false,1,0-11 Months,Month-to-month,true,Electronic check,DSL,No,No,Yes,60.15,60.15,Mid Value,Early Churn,Normal,true,1
7670-ZBPOQ,Female,No,true,false,58,49+ Months,One year,true,Bank transfer (automatic),DSL,Yes,No,No,61.05,3478.75,Mid Value,No,Normal,false,0
8089-UZWLX,Female,Yes,false,false,71,49+ Months,Two year,false,Bank transfer (automatic),Fiber optic,No,Yes,Yes,104.05,7413.55,High Value,No,Normal,false,0
0080-OROZO,Female,No,false,false,35,25-48 Months,One year,true,Electronic check,Fiber optic,Yes,Yes,Yes,99.25,3532.0,High Value,No,Normal,false,0
3916-NRPAP,Male,No,false,false,3,0-11 Months,Month-to-month,false,Credit card (automatic),Fiber optic,No,No,Yes,85.7,256.75,High Value,No,High Risk,false,0
6807-SIWJI,Male,No,false,false,38,25-48 Months,One year,true,Electronic check,Fiber optic,No,Yes,Yes,104.85,3887.25,High Value,No,Normal,false,0
8221-HVAYI,Male,No,true,true,35,25-48 Months,Two year,true,Credit card (automatic),DSL,Yes,No,No,69.15,2490.15,Mid Value,No,Normal,false,0
1579-KLYDT,Male,No,false,false,7,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,No,90.45,593.45,High Value,No,High Risk,true,1
5232-NXPAY,Female,No,false,false,47,25-48 Months,Two year,false,Mailed check,DSL,Yes,Yes,Yes,74.45,3510.3,Mid Value,No,Normal,false,0
8967-SZQAS,Female,No,false,false,14,12-24 Months,Month-to-month,false,Electronic check,DSL,No,No,No,50.45,765.45,Mid Value,No,Normal,false,0
4468-KAZHE,Female,Yes,true,false,20,12-24 Months,Month-to-month,true,Electronic check,DSL,No,No,Yes,60.0,1259.35,Mid Value,No,Normal,false,0
0455-ENTCR,Male,No,true,false,66,49+ Months,Two year,false,Electronic check,DSL,Yes,Yes,Yes,85.25,5538.35,High Value,No,Normal,false,0
8944-AILEF,Male,No,true,false,15,12-24 Months,Month-to-month,true,Credit card (automatic),No,No internet service,No internet service,No internet service,19.45,340.85,Low Value,No,Normal,false,0
5542-NKVRU,Female,No,false,false,42,25-48 Months,Two year,true,Bank transfer (automatic),No,No internet service,No internet service,No internet service,20.75,844.45,Low Value,No,Normal,false,0
7126-RBHSD,Female,No,true,false,17,12-24 Months,Month-to-month,false,Electronic check,Fiber optic,No,No,No,78.9,1348.95,High Value,No,Normal,false,0
5370-IIVVL,Male,No,false,false,37,25-48 Months,One year,true,Credit card (automatic),Fiber optic,Yes,Yes,Yes,104.5,3778.0,High Value,No,Normal,false,0
6789-HJBWG,Female,No,false,false,12,12-24 Months,Month-to-month,true,Electronic check,DSL,No,No,No,49.4,611.65,Mid Value,No,Normal,false,0
3927-NLNRY,Male,No,true,false,53,49+ Months,One year,true,Bank transfer (automatic),Fiber optic,No,Yes,Yes,94.25,4867.95,High Value,No,Normal,true,1
9087-EYCPR,Female,No,false,false,60,49+ Months,Two year,false,Mailed check,No,No internet service,No internet service,No internet service,25.0,1505.05,Low Value,No,Normal,false,0
6791-YBNAK,Male,No,true,true,18,12-24 Months,Month-to-month,false,Credit card (automatic),DSL,No,No,No,25.55,467.85,Low Value,No,Normal,false,0
6358-LYNGM,Male,No,false,false,1,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,74.9,74.9,Mid Value,Early Churn,High Risk,true,1
6077-BDPXA,Female,No,false,false,3,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,70.15,194.2,Mid Value,No,High Risk,false,0
0013-MHZWF,Female,No,false,true,9,0-11 Months,Month-to-month,true,Credit card (automatic),DSL,Yes,Yes,Yes,69.4,571.45,Mid Value,No,Normal,false,0
5494-HECPR,Female,No,false,false,1,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,No,80.25,80.25,High Value,Early Churn,High Risk,true,1
8268-YDIXR,Male,No,true,false,56,49+ Months,One year,true,Electronic check,Fiber optic,No,No,No,93.15,5253.95,High Value,No,Normal,false,0
9824-BEMCV,Male,No,true,true,17,12-24 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,69.0,1149.65,Mid Value,No,Normal,true,1
1373-ORVIZ,Female,No,true,true,11,0-11 Months,Month-to-month,true,Electronic check,DSL,Yes,No,Yes,66.35,740.8,Mid Value,No,Normal,true,1
4291-SHSBH,Male,No,false,false,7,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,69.55,521.35,Mid Value,No,Normal,false,0
6980-IMXXE,Female,No,true,true,69,49+ Months,Two year,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,20.2,1412.65,Low Value,No,Normal,false,0
9866-QEVEE,Male,No,false,false,19,12-24 Months,Month-to-month,true,Bank transfer (automatic),Fiber optic,No,No,Yes,86.0,1532.45,High Value,No,Normal,true,1
9897-KXHCM,Female,No,true,true,3,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,Yes,80.3,250.05,High Value,Early Churn,High Risk,true,1
0040-HALCW,Male,No,true,true,54,49+ Months,Two year,false,Credit card (automatic),No,No internet service,No internet service,No internet service,20.4,1090.6,Low Value,No,Normal,false,0
0784-GTUUK,Male,No,true,false,62,49+ Months,One year,true,Credit card (automatic),No,No internet service,No internet service,No internet service,23.75,1446.8,Low Value,No,Normal,false,0
7979-CORPM,Male,No,false,false,24,12-24 Months,Month-to-month,true,Credit card (automatic),Fiber optic,No,Yes,No,90.55,2282.55,High Value,No,Normal,true,1
2294-DMMUS,Female,No,true,true,62,49+ Months,Month-to-month,true,Credit card (automatic),DSL,No,Yes,Yes,70.45,4300.45,Mid Value,No,Normal,false,0
0872-JCPIB,Male,No,false,false,17,12-24 Months,Month-to-month,false,Bank transfer (automatic),DSL,No,No,Yes,65.75,1111.2,Mid Value,No,Normal,false,0
3055-MJDSB,Male,No,false,false,9,0-11 Months,Month-to-month,true,Mailed check,DSL,No,No,No,24.6,190.1,Low Value,No,Normal,false,0
9091-WTUUY,Male,No,true,true,64,49+ Months,Two year,false,Mailed check,DSL,Yes,Yes,No,69.25,4447.75,Mid Value,No,Normal,false,0
1618-CFHME,Female,No,false,false,2,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,75.9,143.35,High Value,Early Churn,High Risk,true,1
3165-HDOEW,Male,No,true,true,1,0-11 Months,Month-to-month,true,Mailed check,DSL,No,No,No,45.85,45.85,Mid Value,Early Churn,Normal,true,1
6581-NQCBA,Female,No,true,false,16,12-24 Months,Month-to-month,true,Electronic check,DSL,Yes,Yes,Yes,49.95,810.2,Mid Value,No,Normal,true,1
7115-IRDHS,Female,No,true,false,72,49+ Months,Two year,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,24.65,1830.05,Low Value,No,Normal,false,0
8496-DMZUK,Male,No,false,false,30,25-48 Months,One year,false,Bank transfer (automatic),Fiber optic,No,No,No,90.4,2820.65,High Value,No,Normal,false,0
2040-VZIKE,Female,No,true,false,49,49+ Months,Month-to-month,true,Mailed check,Fiber optic,No,Yes,Yes,100.85,4847.35,High Value,No,Normal,false,0
9068-VPWQQ,Male,No,true,false,61,49+ Months,Two year,false,Credit card (automatic),DSL,Yes,No,Yes,75.35,4729.3,High Value,No,Normal,false,0
0178-SZBHO,Male,No,true,true,47,25-48 Months,Month-to-month,false,Electronic check,Fiber optic,No,Yes,No,87.2,4017.45,High Value,No,Normal,false,0
0384-RVBPI,Male,No,false,false,20,12-24 Months,Month-to-month,false,Credit card (automatic),DSL,No,No,Yes,64.4,1398.6,Mid Value,No,Normal,false,0
1689-MRZQR,Male,No,true,true,34,25-48 Months,Month-to-month,false,Electronic check,Fiber optic,No,Yes,No,78.3,2564.3,High Value,No,Normal,true,1
1299-AURJA,Female,No,true,true,70,49+ Months,Two year,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,24.7,1685.9,Low Value,No,Normal,false,0
4525-VZCZG,Male,No,false,true,54,49+ Months,One year,true,Electronic check,Fiber optic,Yes,Yes,Yes,105.85,5826.65,High Value,No,Normal,false,0
1543-LLLFT,Male,Yes,true,false,61,49+ Months,One year,true,Mailed check,Fiber optic,Yes,Yes,No,98.3,6066.55,High Value,No,Normal,false,0
5835-BEQEU,Male,No,false,false,3,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,No,76.95,228.4,High Value,Early Churn,High Risk,true,1
2788-CJQAQ,Male,No,false,false,13,12-24 Months,One year,false,Mailed check,No,No internet service,No internet service,No internet service,19.45,270.2,Low Value,No,Normal,false,0
5565-FILXA,Female,Yes,false,false,16,12-24 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,96.15,1529.2,High Value,No,Normal,true,1
0319-QZTCO,Female,No,true,true,3,0-11 Months,Month-to-month,true,Credit card (automatic),DSL,No,Yes,No,58.7,168.6,Mid Value,No,Normal,false,0
2120-SMPEX,Male,No,false,false,25,25-48 Months,Month-to-month,true,Mailed check,No,No internet service,No internet service,No internet service,20.15,536.35,Low Value,No,Normal,false,0
0096-FCPUF,Male,No,false,false,30,25-48 Months,Month-to-month,true,Mailed check,DSL,No,No,Yes,64.5,1888.45,Mid Value,No,Normal,false,0
0668-OGMHD,Female,No,true,false,21,12-24 Months,Month-to-month,false,Electronic check,DSL,No,No,No,28.5,629.35,Low Value,No,Normal,false,0
5552-ZNFSJ,Male,No,false,false,1,0-11 Months,Month-to-month,false,Electronic check,DSL,No,No,No,45.3,45.3,Mid Value,Early Churn,Normal,true,1
2223-KAGMX,Female,No,false,false,15,12-24 Months,Month-to-month,false,Bank transfer (automatic),No,No internet service,No internet service,No internet service,19.4,289.3,Low Value,No,Normal,true,1
6507-ZJSUR,Male,Yes,true,false,23,12-24 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,90.45,2117.25,High Value,No,Normal,false,0
9408-HRXRK,Female,No,true,true,45,25-48 Months,Month-to-month,true,Electronic check,Fiber optic,No,Yes,Yes,105.15,4730.9,High Value,No,Normal,false,0
5593-SUAOO,Female,No,true,true,24,12-24 Months,One year,false,Bank transfer (automatic),Fiber optic,No,No,No,83.15,2033.05,High Value,No,Normal,false,0
7321-PKUYW,Female,No,false,false,11,0-11 Months,Month-to-month,false,Electronic check,Fiber optic,Yes,Yes,No,90.15,987.95,High Value,No,High Risk,true,1
2833-SLKDQ,Male,No,false,false,1,0-11 Months,Month-to-month,false,Mailed check,DSL,No,No,No,45.05,45.05,Mid Value,Early Churn,Normal,true,1
6766-HFKLA,Female,No,true,false,56,49+ Months,Two year,false,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,103.2,5744.35,High Value,No,Normal,false,0
7595-EUIVN,Female,No,false,false,1,0-11 Months,Month-to-month,false,Electronic check,Fiber optic,No,No,No,75.8,75.8,High Value,Early Churn,High Risk,true,1
7617-EYGLW,Male,No,false,false,1,0-11 Months,Month-to-month,false,Electronic check,No,No internet service,No internet service,No internet service,19.45,19.45,Low Value,No,Normal,false,0
2026-TGDHM,Female,No,false,false,7,0-11 Months,Month-to-month,true,Electronic check,Fiber optic,No,No,Yes,79.3,523.15,High Value,No,High Risk,true,1
9220-ZNKJI,Female,Yes,true,false,55,49+ Months,Two year,false,Credit card (automatic),Fiber optic,Yes,Yes,No,88.8,4805.3,High Value,No,Normal,false,0
4030-VPZBD,Female,No,false,false,2,0-11 Months,Month-to-month,true,Electronic check,DSL,Yes,No,No,30.9,59.05,Low Value,Early Churn,Normal,true,1
2226-ICFDO,Female,No,true,true,72,49+ Months,Two year,true,Credit card (automatic),DSL,Yes,Yes,Yes,85.9,6110.75,High Value,No,Normal,false,0
0723-VSOBE,Female,Yes,false,false,45,25-48 Months,One year,false,Electronic check,DSL,No,No,Yes,34.2,1596.6,Low Value,No,Normal,false,0
